index,consumption_good,round,name,HH_
2018,0,20,household72,26
2019,0,20,household62,15
2020,0,20,household10,17
2021,1,20,household69,17
2022,2,20,household43,25
2023,2,20,household7,25
2024,0,20,household24,23
2025,0,20,household83,22
2026,1,20,household57,16
2027,0,20,household21,16
2028,1,20,household64,22
2029,3,20,household54,20
2030,4,20,household97,25
2031,1,20,household2,21
2032,0,20,household35,25
2033,1,20,household94,12
2034,2,20,household16,24
2035,1,20,household75,20
2036,1,20,household49,22
2037,0,20,household13,11
2038,1,20,household46,27
2039,0,20,household89,17
2040,2,20,household27,10
2041,1,20,household86,17
2042,1,20,household60,19
2043,0,20,household8,16
2044,0,20,household67,11
2045,0,20,household41,20
2046,2,20,household5,24
2047,2,20,household38,14
2048,1,20,household81,16
2049,1,20,household19,15
2050,0,20,household78,22
2051,0,20,household52,25
2052,2,20,household0,20
2053,0,20,household33,21
2054,3,20,household92,22
2055,2,20,household30,22
2056,1,20,household73,27
2057,2,20,household63,25
2058,0,20,household11,17
2059,2,20,household70,22
2060,0,20,household44,22
2061,2,20,household25,16
2062,0,20,household84,27
2063,0,20,household58,19
2064,1,20,household22,13
2065,0,20,household65,21
2066,1,20,household55,16
2067,0,20,household98,20
2068,2,20,household3,15
2069,2,20,household36,29
2070,0,20,household95,17
2071,0,20,household17,20
2072,0,20,household76,17
2073,0,20,household50,23
2074,2,20,household14,15
2075,3,20,household47,31
2076,1,20,household90,29
2077,2,20,household28,15
2078,1,20,household87,17
2079,2,20,household61,24
2080,2,20,household9,23
2081,1,20,household68,27
2082,0,20,household42,26
2083,2,20,household6,22
2084,3,20,household39,15
2085,2,20,household82,21
2086,1,20,household56,18
2087,0,20,household20,21
2088,1,20,household79,26
2089,0,20,household53,18
2090,0,20,household96,17
2091,2,20,household1,26
2092,1,20,household34,25
2093,1,20,household93,23
2094,0,20,household31,9
2095,2,20,household74,22
2096,1,20,household48,28
2097,2,20,household12,27
2098,0,20,household71,16
2099,1,20,household45,30
2100,1,20,household88,20
2101,0,21,household26,18
2102,0,21,household85,17
2103,1,21,household59,30
2104,2,21,household23,22
2105,0,21,household66,26
2106,0,21,household40,19
2107,1,21,household99,24
2108,2,21,household4,23
2109,2,21,household37,30
2110,0,21,household80,19
2111,2,21,household18,20
2112,1,21,household77,22
2113,2,21,household51,18
2114,0,21,household15,18
2115,0,21,household32,19
2116,1,21,household91,29
2117,1,21,household29,32
2118,0,21,household72,26
2119,1,21,household62,16
2120,1,21,household10,18
2121,1,21,household69,18
2122,0,21,household43,25
2123,2,21,household7,27
2124,0,21,household24,23
2125,1,21,household83,23
2126,1,21,household57,17
2127,2,21,household21,18
2128,1,21,household64,23
2129,1,21,household54,21
2130,0,21,household97,25
2131,0,21,household2,21
2132,3,21,household35,28
2133,0,21,household94,12
2134,2,21,household16,26
2135,0,21,household75,20
2136,2,21,household49,24
2137,2,21,household13,13
2138,0,21,household46,27
2139,2,21,household89,19
2140,1,21,household27,11
2141,0,21,household86,17
2142,0,21,household60,19
2143,2,21,household8,18
2144,0,21,household67,11
2145,0,21,household41,20
2146,1,21,household5,25
2147,0,21,household38,14
2148,0,21,household81,16
2149,1,21,household19,16
2150,1,21,household78,23
2151,0,21,household52,25
2152,1,21,household0,21
2153,0,21,household33,21
2154,1,21,household92,23
2155,2,21,household30,24
2156,0,21,household73,27
2157,2,21,household63,27
2158,1,21,household11,18
2159,1,21,household70,23
2160,2,21,household44,24
2161,1,21,household25,17
2162,4,21,household84,31
2163,1,21,household58,20
2164,0,21,household22,13
2165,4,21,household65,25
2166,1,21,household55,17
2167,0,21,household98,20
2168,1,21,household3,16
2169,1,21,household36,30
2170,3,21,household95,20
2171,0,21,household17,20
2172,1,21,household76,18
2173,0,21,household50,23
2174,1,21,household14,16
2175,1,21,household47,32
2176,1,21,household90,30
2177,2,21,household28,17
2178,0,21,household87,17
2179,2,21,household61,26
2180,0,21,household9,23
2181,3,21,household68,30
2182,0,21,household42,26
2183,1,21,household6,23
2184,1,21,household39,16
2185,1,21,household82,22
2186,0,21,household56,18
2187,2,21,household20,23
2188,1,21,household79,27
2189,0,21,household53,18
2190,0,21,household96,17
2191,1,21,household1,27
2192,0,21,household34,25
2193,2,21,household93,25
2194,2,21,household31,11
2195,1,21,household74,23
2196,2,21,household48,30
2197,1,21,household12,28
2198,1,21,household71,17
2199,3,21,household45,33
2200,1,21,household88,21
2201,0,22,household26,18
2202,0,22,household85,17
2203,1,22,household59,31
2204,1,22,household23,23
2205,1,22,household66,27
2206,0,22,household40,19
2207,2,22,household99,26
2208,2,22,household4,25
2209,1,22,household37,31
2210,0,22,household80,19
2211,0,22,household18,20
2212,1,22,household77,23
2213,1,22,household51,19
2214,1,22,household15,19
2215,0,22,household32,19
2216,0,22,household91,29
2217,1,22,household29,33
2218,1,22,household72,27
2219,1,22,household62,17
2220,0,22,household10,18
2221,1,22,household69,19
2222,2,22,household43,27
2223,1,22,household7,28
2224,1,22,household24,24
2225,0,22,household83,23
2226,1,22,household57,18
2227,1,22,household21,19
2228,0,22,household64,23
2229,0,22,household54,21
2230,1,22,household97,26
2231,1,22,household2,22
2232,2,22,household35,30
2233,2,22,household94,14
2234,0,22,household16,26
2235,1,22,household75,21
2236,1,22,household49,25
2237,3,22,household13,16
2238,1,22,household46,28
2239,2,22,household89,21
2240,2,22,household27,13
2241,0,22,household86,17
2242,0,22,household60,19
2243,0,22,household8,18
2244,1,22,household67,12
2245,0,22,household41,20
2246,0,22,household5,25
2247,1,22,household38,15
2248,0,22,household81,16
2249,1,22,household19,17
2250,0,22,household78,23
2251,0,22,household52,25
2252,2,22,household0,23
2253,2,22,household33,23
2254,3,22,household92,26
2255,1,22,household30,25
2256,1,22,household73,28
2257,1,22,household63,28
2258,1,22,household11,19
2259,0,22,household70,23
2260,2,22,household44,26
2261,1,22,household25,18
2262,1,22,household84,32
2263,0,22,household58,20
2264,1,22,household22,14
2265,1,22,household65,26
2266,2,22,household55,19
2267,0,22,household98,20
2268,3,22,household3,19
2269,0,22,household36,30
2270,0,22,household95,20
2271,0,22,household17,20
2272,3,22,household76,21
2273,1,22,household50,24
2274,2,22,household14,18
2275,0,22,household47,32
2276,4,22,household90,34
2277,0,22,household28,17
2278,4,22,household87,21
2279,1,22,household61,27
2280,1,22,household9,24
2281,0,22,household68,30
2282,1,22,household42,27
2283,3,22,household6,26
2284,2,22,household39,18
2285,1,22,household82,23
2286,2,22,household56,20
2287,3,22,household20,26
2288,0,22,household79,27
2289,0,22,household53,18
2290,1,22,household96,18
2291,2,22,household1,29
2292,0,22,household34,25
2293,0,22,household93,25
2294,0,22,household31,11
2295,3,22,household74,26
2296,1,22,household48,31
2297,1,22,household12,29
2298,1,22,household71,18
2299,0,22,household45,33
2300,1,22,household88,22
2301,3,23,household26,21
2302,1,23,household85,18
2303,0,23,household59,31
2304,0,23,household23,23
2305,2,23,household66,29
2306,1,23,household40,20
2307,1,23,household99,27
2308,2,23,household4,27
2309,1,23,household37,32
2310,2,23,household80,21
2311,0,23,household18,20
2312,0,23,household77,23
2313,0,23,household51,19
2314,2,23,household15,21
2315,1,23,household32,20
2316,2,23,household91,31
2317,3,23,household29,36
2318,0,23,household72,27
2319,0,23,household62,17
2320,0,23,household10,18
2321,0,23,household69,19
2322,0,23,household43,27
2323,0,23,household7,28
2324,2,23,household24,26
2325,0,23,household83,23
2326,1,23,household57,19
2327,0,23,household21,19
2328,0,23,household64,23
2329,1,23,household54,22
2330,0,23,household97,26
2331,0,23,household2,22
2332,4,23,household35,34
2333,2,23,household94,16
2334,0,23,household16,26
2335,0,23,household75,21
2336,2,23,household49,27
2337,1,23,household13,17
2338,0,23,household46,28
2339,1,23,household89,22
2340,0,23,household27,13
2341,0,23,household86,17
2342,1,23,household60,20
2343,0,23,household8,18
2344,1,23,household67,13
2345,2,23,household41,22
2346,1,23,household5,26
2347,1,23,household38,16
2348,1,23,household81,17
2349,0,23,household19,17
2350,1,23,household78,24
2351,2,23,household52,27
2352,0,23,household0,23
2353,4,23,household33,27
2354,1,23,household92,27
2355,1,23,household30,26
2356,1,23,household73,29
2357,0,23,household63,28
2358,3,23,household11,22
2359,0,23,household70,23
2360,2,23,household44,28
2361,1,23,household25,19
2362,0,23,household84,32
2363,0,23,household58,20
2364,0,23,household22,14
2365,1,23,household65,27
2366,2,23,household55,21
2367,1,23,household98,21
2368,1,23,household3,20
2369,1,23,household36,31
2370,0,23,household95,20
2371,0,23,household17,20
2372,3,23,household76,24
2373,0,23,household50,24
2374,1,23,household14,19
2375,1,23,household47,33
2376,0,23,household90,34
2377,0,23,household28,17
2378,0,23,household87,21
2379,1,23,household61,28
2380,1,23,household9,25
2381,1,23,household68,31
2382,0,23,household42,27
2383,5,23,household6,31
2384,1,23,household39,19
2385,2,23,household82,25
2386,3,23,household56,23
2387,3,23,household20,29
2388,2,23,household79,29
2389,0,23,household53,18
2390,1,23,household96,19
2391,1,23,household1,30
2392,3,23,household34,28
2393,2,23,household93,27
2394,2,23,household31,13
2395,0,23,household74,26
2396,1,23,household48,32
2397,0,23,household12,29
2398,0,23,household71,18
2399,2,23,household45,35
2400,0,23,household88,22
2401,0,24,household26,21
2402,2,24,household85,20
2403,1,24,household59,32
2404,1,24,household23,24
2405,1,24,household66,30
2406,1,24,household40,21
2407,0,24,household99,27
2408,1,24,household4,28
2409,0,24,household37,32
2410,1,24,household80,22
2411,1,24,household18,21
2412,3,24,household77,26
2413,2,24,household51,21
2414,1,24,household15,22
2415,1,24,household32,21
2416,2,24,household91,33
2417,3,24,household29,39
2418,1,24,household72,28
2419,0,24,household62,17
2420,0,24,household10,18
2421,2,24,household69,21
2422,1,24,household43,28
2423,1,24,household7,29
2424,0,24,household24,26
2425,2,24,household83,25
2426,1,24,household57,20
2427,0,24,household21,19
2428,2,24,household64,25
2429,0,24,household54,22
2430,2,24,household97,28
2431,0,24,household2,22
2432,1,24,household35,35
2433,3,24,household94,19
2434,1,24,household16,27
2435,4,24,household75,25
2436,0,24,household49,27
2437,0,24,household13,17
2438,0,24,household46,28
2439,0,24,household89,22
2440,0,24,household27,13
2441,2,24,household86,19
2442,1,24,household60,21
2443,0,24,household8,18
2444,2,24,household67,15
2445,2,24,household41,24
2446,0,24,household5,26
2447,1,24,household38,17
2448,0,24,household81,17
2449,2,24,household19,19
2450,0,24,household78,24
2451,0,24,household52,27
2452,1,24,household0,24
2453,2,24,household33,29
2454,1,24,household92,28
2455,1,24,household30,27
2456,0,24,household73,29
2457,1,24,household63,29
2458,0,24,household11,22
2459,3,24,household70,26
2460,0,24,household44,28
2461,1,24,household25,20
2462,3,24,household84,35
2463,1,24,household58,21
2464,0,24,household22,14
2465,2,24,household65,29
2466,2,24,household55,23
2467,0,24,household98,21
2468,0,24,household3,20
2469,2,24,household36,33
2470,0,24,household95,20
2471,1,24,household17,21
2472,1,24,household76,25
2473,0,24,household50,24
2474,2,24,household14,21
2475,0,24,household47,33
2476,0,24,household90,34
2477,1,24,household28,18
2478,0,24,household87,21
2479,1,24,household61,29
2480,2,24,household9,27
2481,0,24,household68,31
2482,1,24,household42,28
2483,0,24,household6,31
2484,1,24,household39,20
2485,0,24,household82,25
2486,1,24,household56,24
2487,1,24,household20,30
2488,1,24,household79,30
2489,4,24,household53,22
2490,0,24,household96,19
2491,1,24,household1,31
2492,0,24,household34,28
2493,1,24,household93,28
2494,1,24,household31,14
2495,0,24,household74,26
2496,2,24,household48,34
2497,2,24,household12,31
2498,1,24,household71,19
2499,3,24,household45,38
2500,0,24,household88,22
2501,0,25,household26,21
2502,2,25,household85,22
2503,1,25,household59,33
2504,0,25,household23,24
2505,1,25,household66,31
2506,1,25,household40,22
2507,2,25,household99,29
2508,2,25,household4,30
2509,0,25,household37,32
2510,1,25,household80,23
2511,1,25,household18,22
2512,0,25,household77,26
2513,1,25,household51,22
2514,2,25,household15,24
2515,1,25,household32,22
2516,1,25,household91,34
2517,1,25,household29,40
2518,0,25,household72,28
2519,2,25,household62,19
2520,0,25,household10,18
2521,2,25,household69,23
2522,1,25,household43,29
2523,1,25,household7,30
2524,2,25,household24,28
2525,0,25,household83,25
2526,0,25,household57,20
2527,3,25,household21,22
2528,0,25,household64,25
2529,1,25,household54,23
2530,2,25,household97,30
2531,3,25,household2,25
2532,1,25,household35,36
2533,0,25,household94,19
2534,1,25,household16,28
2535,0,25,household75,25
2536,1,25,household49,28
2537,1,25,household13,18
2538,1,25,household46,29
2539,1,25,household89,23
2540,2,25,household27,15
2541,0,25,household86,19
2542,1,25,household60,22
2543,0,25,household8,18
2544,0,25,household67,15
2545,0,25,household41,24
2546,0,25,household5,26
2547,1,25,household38,18
2548,2,25,household81,19
2549,1,25,household19,20
2550,1,25,household78,25
2551,3,25,household52,30
2552,1,25,household0,25
2553,0,25,household33,29
2554,2,25,household92,30
2555,1,25,household30,28
2556,1,25,household73,30
2557,1,25,household63,30
2558,1,25,household11,23
2559,1,25,household70,27
2560,0,25,household44,28
2561,0,25,household25,20
2562,3,25,household84,38
2563,3,25,household58,24
2564,0,25,household22,14
2565,1,25,household65,30
2566,0,25,household55,23
2567,2,25,household98,23
2568,0,25,household3,20
2569,3,25,household36,36
2570,0,25,household95,20
2571,1,25,household17,22
2572,1,25,household76,26
2573,1,25,household50,25
2574,1,25,household14,22
2575,0,25,household47,33
2576,0,25,household90,34
2577,0,25,household28,18
2578,0,25,household87,21
2579,0,25,household61,29
2580,1,25,household9,28
2581,1,25,household68,32
2582,1,25,household42,29
2583,2,25,household6,33
2584,0,25,household39,20
2585,3,25,household82,28
2586,0,25,household56,24
2587,1,25,household20,31
2588,2,25,household79,32
2589,2,25,household53,24
2590,1,25,household96,20
2591,1,25,household1,32
2592,0,25,household34,28
2593,1,25,household93,29
2594,3,25,household31,17
2595,1,25,household74,27
2596,1,25,household48,35
2597,1,25,household12,32
2598,1,25,household71,20
2599,2,25,household45,40
2600,0,25,household88,22
2601,0,26,household26,21
2602,1,26,household85,23
2603,1,26,household59,34
2604,1,26,household23,25
2605,2,26,household66,33
2606,2,26,household40,24
2607,2,26,household99,31
2608,1,26,household4,31
2609,2,26,household37,34
2610,0,26,household80,23
2611,2,26,household18,24
2612,0,26,household77,26
2613,3,26,household51,25
2614,3,26,household15,27
2615,0,26,household32,22
2616,1,26,household91,35
2617,1,26,household29,41
2618,2,26,household72,30
2619,1,26,household62,20
2620,0,26,household10,18
2621,2,26,household69,25
2622,1,26,household43,30
2623,0,26,household7,30
2624,0,26,household24,28
2625,2,26,household83,27
2626,1,26,household57,21
2627,1,26,household21,23
2628,0,26,household64,25
2629,1,26,household54,24
2630,1,26,household97,31
2631,0,26,household2,25
2632,1,26,household35,37
2633,0,26,household94,19
2634,1,26,household16,29
2635,1,26,household75,26
2636,0,26,household49,28
2637,0,26,household13,18
2638,1,26,household46,30
2639,0,26,household89,23
2640,4,26,household27,19
2641,1,26,household86,20
2642,0,26,household60,22
2643,0,26,household8,18
2644,0,26,household67,15
2645,1,26,household41,25
2646,5,26,household5,31
2647,0,26,household38,18
2648,0,26,household81,19
2649,0,26,household19,20
2650,1,26,household78,26
2651,2,26,household52,32
2652,0,26,household0,25
2653,3,26,household33,32
2654,1,26,household92,31
2655,1,26,household30,29
2656,1,26,household73,31
2657,3,26,household63,33
2658,0,26,household11,23
2659,1,26,household70,28
2660,1,26,household44,29
2661,1,26,household25,21
2662,0,26,household84,38
2663,0,26,household58,24
2664,1,26,household22,15
2665,0,26,household65,30
2666,1,26,household55,24
2667,0,26,household98,23
2668,1,26,household3,21
2669,2,26,household36,38
2670,4,26,household95,24
2671,2,26,household17,24
2672,1,26,household76,27
2673,3,26,household50,28
2674,1,26,household14,23
2675,1,26,household47,34
2676,0,26,household90,34
2677,0,26,household28,18
2678,0,26,household87,21
2679,1,26,household61,30
2680,1,26,household9,29
2681,1,26,household68,33
2682,0,26,household42,29
2683,2,26,household6,35
2684,2,26,household39,22
2685,3,26,household82,31
2686,2,26,household56,26
2687,0,26,household20,31
2688,0,26,household79,32
2689,0,26,household53,24
2690,1,26,household96,21
2691,1,26,household1,33
2692,0,26,household34,28
2693,0,26,household93,29
2694,2,26,household31,19
2695,0,26,household74,27
2696,0,26,household48,35
2697,1,26,household12,33
2698,0,26,household71,20
2699,1,26,household45,41
2700,1,26,household88,23
2701,0,27,household26,21
2702,0,27,household85,23
2703,2,27,household59,36
2704,0,27,household23,25
2705,2,27,household66,35
2706,2,27,household40,26
2707,2,27,household99,33
2708,1,27,household4,32
2709,0,27,household37,34
2710,1,27,household80,24
2711,1,27,household18,25
2712,2,27,household77,28
2713,0,27,household51,25
2714,1,27,household15,28
2715,0,27,household32,22
2716,1,27,household91,36
2717,1,27,household29,42
2718,0,27,household72,30
2719,2,27,household62,22
2720,3,27,household10,21
2721,1,27,household69,26
2722,0,27,household43,30
2723,1,27,household7,31
2724,3,27,household24,31
2725,0,27,household83,27
2726,0,27,household57,21
2727,0,27,household21,23
2728,0,27,household64,25
2729,1,27,household54,25
2730,0,27,household97,31
2731,0,27,household2,25
2732,0,27,household35,37
2733,0,27,household94,19
2734,1,27,household16,30
2735,0,27,household75,26
2736,1,27,household49,29
2737,1,27,household13,19
2738,1,27,household46,31
2739,1,27,household89,24
2740,0,27,household27,19
2741,2,27,household86,22
2742,1,27,household60,23
2743,1,27,household8,19
2744,1,27,household67,16
2745,0,27,household41,25
2746,0,27,household5,31
2747,2,27,household38,20
2748,0,27,household81,19
2749,1,27,household19,21
2750,0,27,household78,26
2751,0,27,household52,32
2752,3,27,household0,28
2753,2,27,household33,34
2754,0,27,household92,31
2755,0,27,household30,29
2756,4,27,household73,35
2757,3,27,household63,36
2758,1,27,household11,24
2759,1,27,household70,29
2760,1,27,household44,30
2761,1,27,household25,22
2762,0,27,household84,38
2763,1,27,household58,25
2764,1,27,household22,16
2765,2,27,household65,32
2766,2,27,household55,26
2767,0,27,household98,23
2768,1,27,household3,22
2769,1,27,household36,39
2770,0,27,household95,24
2771,0,27,household17,24
2772,2,27,household76,29
2773,0,27,household50,28
2774,0,27,household14,23
2775,1,27,household47,35
2776,2,27,household90,36
2777,0,27,household28,18
2778,0,27,household87,21
2779,0,27,household61,30
2780,3,27,household9,32
2781,1,27,household68,34
2782,2,27,household42,31
2783,2,27,household6,37
2784,2,27,household39,24
2785,2,27,household82,33
2786,1,27,household56,27
2787,1,27,household20,32
2788,0,27,household79,32
2789,2,27,household53,26
2790,2,27,household96,23
2791,2,27,household1,35
2792,1,27,household34,29
2793,1,27,household93,30
2794,0,27,household31,19
2795,2,27,household74,29
2796,1,27,household48,36
2797,2,27,household12,35
2798,1,27,household71,21
2799,1,27,household45,42
2800,2,27,household88,25
2801,2,28,household26,23
2802,2,28,household85,25
2803,1,28,household59,37
2804,0,28,household23,25
2805,2,28,household66,37
2806,0,28,household40,26
2807,0,28,household99,33
2808,2,28,household4,34
2809,2,28,household37,36
2810,0,28,household80,24
2811,0,28,household18,25
2812,1,28,household77,29
2813,3,28,household51,28
2814,1,28,household15,29
2815,3,28,household32,25
2816,0,28,household91,36
2817,2,28,household29,44
2818,1,28,household72,31
2819,1,28,household62,23
2820,1,28,household10,22
2821,0,28,household69,26
2822,0,28,household43,30
2823,1,28,household7,32
2824,1,28,household24,32
2825,0,28,household83,27
2826,0,28,household57,21
2827,1,28,household21,24
2828,0,28,household64,25
2829,1,28,household54,26
2830,0,28,household97,31
2831,0,28,household2,25
2832,0,28,household35,37
2833,1,28,household94,20
2834,1,28,household16,31
2835,1,28,household75,27
2836,2,28,household49,31
2837,2,28,household13,21
2838,1,28,household46,32
2839,0,28,household89,24
2840,0,28,household27,19
2841,0,28,household86,22
2842,0,28,household60,23
2843,1,28,household8,20
2844,0,28,household67,16
2845,0,28,household41,25
2846,0,28,household5,31
2847,0,28,household38,20
2848,2,28,household81,21
2849,2,28,household19,23
2850,1,28,household78,27
2851,1,28,household52,33
2852,1,28,household0,29
2853,3,28,household33,37
2854,1,28,household92,32
2855,2,28,household30,31
2856,1,28,household73,36
2857,0,28,household63,36
2858,0,28,household11,24
2859,1,28,household70,30
2860,1,28,household44,31
2861,3,28,household25,25
2862,2,28,household84,40
2863,1,28,household58,26
2864,1,28,household22,17
2865,3,28,household65,35
2866,0,28,household55,26
2867,1,28,household98,24
2868,2,28,household3,24
2869,0,28,household36,39
2870,2,28,household95,26
2871,2,28,household17,26
2872,1,28,household76,30
2873,0,28,household50,28
2874,1,28,household14,24
2875,1,28,household47,36
2876,1,28,household90,37
2877,2,28,household28,20
2878,2,28,household87,23
2879,2,28,household61,32
2880,1,28,household9,33
2881,0,28,household68,34
2882,2,28,household42,33
2883,0,28,household6,37
2884,0,28,household39,24
2885,3,28,household82,36
2886,2,28,household56,29
2887,1,28,household20,33
2888,0,28,household79,32
2889,2,28,household53,28
2890,4,28,household96,27
2891,1,28,household1,36
2892,1,28,household34,30
2893,0,28,household93,30
2894,1,28,household31,20
2895,0,28,household74,29
2896,0,28,household48,36
2897,0,28,household12,35
2898,2,28,household71,23
2899,0,28,household45,42
2900,0,28,household88,25
2901,1,29,household26,24
2902,3,29,household85,28
2903,0,29,household59,37
2904,1,29,household23,26
2905,0,29,household66,37
2906,0,29,household40,26
2907,0,29,household99,33
2908,1,29,household4,35
2909,1,29,household37,37
2910,1,29,household80,25
2911,6,29,household18,31
2912,0,29,household77,29
2913,1,29,household51,29
2914,0,29,household15,29
2915,0,29,household32,25
2916,2,29,household91,38
2917,0,29,household29,44
2918,0,29,household72,31
2919,1,29,household62,24
2920,2,29,household10,24
2921,1,29,household69,27
2922,2,29,household43,32
2923,1,29,household7,33
2924,3,29,household24,35
2925,0,29,household83,27
2926,3,29,household57,24
2927,1,29,household21,25
2928,0,29,household64,25
2929,1,29,household54,27
2930,0,29,household97,31
2931,1,29,household2,26
2932,3,29,household35,40
2933,0,29,household94,20
2934,0,29,household16,31
2935,1,29,household75,28
2936,0,29,household49,31
2937,1,29,household13,22
2938,1,29,household46,33
2939,1,29,household89,25
2940,1,29,household27,20
2941,0,29,household86,22
2942,1,29,household60,24
2943,2,29,household8,22
2944,1,29,household67,17
2945,0,29,household41,25
2946,2,29,household5,33
2947,1,29,household38,21
2948,2,29,household81,23
2949,1,29,household19,24
2950,0,29,household78,27
2951,1,29,household52,34
2952,0,29,household0,29
2953,1,29,household33,38
2954,2,29,household92,34
2955,0,29,household30,31
2956,2,29,household73,38
2957,0,29,household63,36
2958,0,29,household11,24
2959,0,29,household70,30
2960,1,29,household44,32
2961,0,29,household25,25
2962,0,29,household84,40
2963,1,29,household58,27
2964,2,29,household22,19
2965,2,29,household65,37
2966,4,29,household55,30
2967,1,29,household98,25
2968,4,29,household3,28
2969,1,29,household36,40
2970,1,29,household95,27
2971,0,29,household17,26
2972,1,29,household76,31
2973,0,29,household50,28
2974,2,29,household14,26
2975,2,29,household47,38
2976,0,29,household90,37
2977,1,29,household28,21
2978,0,29,household87,23
2979,2,29,household61,34
2980,1,29,household9,34
2981,1,29,household68,35
2982,1,29,household42,34
2983,1,29,household6,38
2984,1,29,household39,25
2985,1,29,household82,37
2986,0,29,household56,29
2987,0,29,household20,33
2988,1,29,household79,33
2989,0,29,household53,28
2990,1,29,household96,28
2991,1,29,household1,37
2992,0,29,household34,30
2993,0,29,household93,30
2994,3,29,household31,23
2995,2,29,household74,31
2996,1,29,household48,37
2997,2,29,household12,37
2998,1,29,household71,24
2999,0,29,household45,42
3000,0,29,household88,25
3001,0,30,household26,24
3002,0,30,household85,28
3003,0,30,household59,37
3004,2,30,household23,28
3005,1,30,household66,38
3006,2,30,household40,28
3007,0,30,household99,33
3008,1,30,household4,36
3009,2,30,household37,39
3010,1,30,household80,26
3011,0,30,household18,31
3012,1,30,household77,30
3013,0,30,household51,29
3014,2,30,household15,31
3015,3,30,household32,28
3016,1,30,household91,39
3017,3,30,household29,47
3018,0,30,household72,31
3019,3,30,household62,27
3020,1,30,household10,25
3021,2,30,household69,29
3022,0,30,household43,32
3023,2,30,household7,35
3024,0,30,household24,35
3025,0,30,household83,27
3026,1,30,household57,25
3027,0,30,household21,25
3028,1,30,household64,26
3029,0,30,household54,27
3030,0,30,household97,31
3031,2,30,household2,28
3032,1,30,household35,41
3033,3,30,household94,23
3034,0,30,household16,31
3035,1,30,household75,29
3036,2,30,household49,33
3037,2,30,household13,24
3038,0,30,household46,33
3039,2,30,household89,27
3040,2,30,household27,22
3041,1,30,household86,23
3042,0,30,household60,24
3043,2,30,household8,24
3044,1,30,household67,18
3045,1,30,household41,26
3046,1,30,household5,34
3047,0,30,household38,21
3048,5,30,household81,28
3049,0,30,household19,24
3050,1,30,household78,28
3051,4,30,household52,38
3052,2,30,household0,31
3053,0,30,household33,38
3054,0,30,household92,34
3055,0,30,household30,31
3056,0,30,household73,38
3057,1,30,household63,37
3058,0,30,household11,24
3059,1,30,household70,31
3060,1,30,household44,33
3061,2,30,household25,27
3062,1,30,household84,41
3063,0,30,household58,27
3064,1,30,household22,20
3065,1,30,household65,38
3066,1,30,household55,31
3067,1,30,household98,26
3068,1,30,household3,29
3069,1,30,household36,41
3070,0,30,household95,27
3071,2,30,household17,28
3072,1,30,household76,32
3073,3,30,household50,31
3074,0,30,household14,26
3075,2,30,household47,40
3076,3,30,household90,40
3077,1,30,household28,22
3078,0,30,household87,23
3079,0,30,household61,34
3080,1,30,household9,35
3081,0,30,household68,35
3082,0,30,household42,34
3083,0,30,household6,38
3084,0,30,household39,25
3085,0,30,household82,37
3086,0,30,household56,29
3087,1,30,household20,34
3088,2,30,household79,35
3089,2,30,household53,30
3090,4,30,household96,32
3091,0,30,household1,37
3092,1,30,household34,31
3093,0,30,household93,30
3094,1,30,household31,24
3095,0,30,household74,31
3096,1,30,household48,38
3097,0,30,household12,37
3098,1,30,household71,25
3099,0,30,household45,42
3100,0,30,household88,25
3101,1,31,household26,25
3102,1,31,household85,29
3103,1,31,household59,38
3104,2,31,household23,30
3105,0,31,household66,38
3106,0,31,household40,28
3107,0,31,household99,33
3108,1,31,household4,37
3109,7,31,household37,46
3110,3,31,household80,29
3111,1,31,household18,32
3112,2,31,household77,32
3113,1,31,household51,30
3114,0,31,household15,31
3115,0,31,household32,28
3116,0,31,household91,39
3117,0,31,household29,47
3118,1,31,household72,32
3119,1,31,household62,28
3120,2,31,household10,27
3121,1,31,household69,30
3122,1,31,household43,33
3123,0,31,household7,35
3124,3,31,household24,38
3125,1,31,household83,28
3126,2,31,household57,27
3127,0,31,household21,25
3128,0,31,household64,26
3129,4,31,household54,31
3130,1,31,household97,32
3131,0,31,household2,28
3132,0,31,household35,41
3133,1,31,household94,24
3134,1,31,household16,32
3135,2,31,household75,31
3136,1,31,household49,34
3137,0,31,household13,24
3138,2,31,household46,35
3139,0,31,household89,27
3140,1,31,household27,23
3141,1,31,household86,24
3142,1,31,household60,25
3143,0,31,household8,24
3144,0,31,household67,18
3145,0,31,household41,26
3146,3,31,household5,37
3147,0,31,household38,21
3148,1,31,household81,29
3149,3,31,household19,27
3150,1,31,household78,29
3151,0,31,household52,38
3152,3,31,household0,34
3153,1,31,household33,39
3154,2,31,household92,36
3155,2,31,household30,33
3156,0,31,household73,38
3157,0,31,household63,37
3158,1,31,household11,25
3159,0,31,household70,31
3160,2,31,household44,35
3161,1,31,household25,28
3162,0,31,household84,41
3163,1,31,household58,28
3164,0,31,household22,20
3165,1,31,household65,39
3166,2,31,household55,33
3167,0,31,household98,26
3168,0,31,household3,29
3169,1,31,household36,42
3170,2,31,household95,29
3171,0,31,household17,28
3172,0,31,household76,32
3173,1,31,household50,32
3174,0,31,household14,26
3175,4,31,household47,44
3176,0,31,household90,40
3177,1,31,household28,23
3178,0,31,household87,23
3179,1,31,household61,35
3180,1,31,household9,36
3181,1,31,household68,36
3182,2,31,household42,36
